Date,Price
2014-10-24,2181.00
2014-10-27,2172.00
2014-10-28,2186.50
2014-10-29,2212.00
2014-10-30,2263.50
2014-10-31,2260.00
2014-11-03,2302.50
2014-11-04,2297.50
2014-11-05,2255.00
2014-11-07,2219.00
2014-11-10,2207.50
2014-11-11,2216.00
2014-11-12,2250.50
2014-11-13,2205.50
2014-11-14,2204.50
2014-11-17,2193.00
2014-11-18,2204.50
2014-11-19,2227.00
2014-11-20,2189.00
2014-11-21,2190.50
2014-11-24,2183.50
2014-11-25,2166.00
2014-11-26,2196.50
2014-11-27,2177.50
2014-11-28,2134.00
2014-12-01,2106.00
2014-12-02,2138.50
2014-12-03,2144.00
2014-12-04,2151.00
2014-12-05,2145.00
2014-12-08,2168.50
2014-12-09,2140.50
2014-12-10,2132.50
2014-12-11,2120.00
2014-12-12,2179.00
2014-12-15,2143.50
2014-12-16,2120.50
2014-12-17,2101.50
2014-12-18,2139.50
2014-12-19,2118.50
2014-12-22,2142.50
2014-12-23,2174.50
2014-12-24,2210.50
2014-12-26,2215.00
2014-12-29,2265.00
2014-12-30,2287.00
2014-12-31,2282.50
